ind,user_id,date,yes_no,start_etime,end_etime,start_stime,end_stime,source,target,trip_time_sec,path
424,7756cfcaea15d5cd,02/10/2021,no,1612896169305,1612929987606,2021-02-10 02:42:49,2021-02-10 12:06:27,L1_CP_zone_1,B1_Carpark_zone_1,33818,"['L1_CP_zone_1', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_CLL', 'B1_CLL', 'B1_Supermarket_entrance_2', 'B1_Carpark_entrance', 'B1_Carpark_zone_1']"
425,847e1ffac3633355,02/08/2021,no,1612757484703,1612758873610,2021-02-08 12:11:24,2021-02-08 12:34:33,L2_FC_zone_5,B1_Supermarket_entrance_2,1388,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L1_CLL', 'B1_CLL', 'B1_Supermarket_entrance_2']"
426,847e1ffac3633355,02/08/2021,no,1612758885332,1612780796024,2021-02-08 12:34:45,2021-02-08 18:39:56,B1_Supermarket_entrance_2,L1_CP_zone_3,21910,"['B1_Supermarket_entrance_2', 'B1_CLL', 'L1_CLL', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_3']"
427,847e1ffac3633355,02/08/2021,no,1612781256982,1612785604082,2021-02-08 18:47:36,2021-02-08 20:00:04,L2_FC_zone_8,L1_CP_zone_3,4347,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3']"
428,8b757344b33e7072,02/01/2021,no,1612164973845,1612166443829,2021-02-01 15:36:13,2021-02-01 16:00:43,L9_CG_garden_zone_2,L6_ELL,1469,"['L9_CG_garden_zone_2', 'L9_CG_garden_zone_3', 'L8_CG_steps_entrance', 'L8_ELL_corridor', 'L8_ELL', 'L7_ELL', 'L6_ELL']"
429,8b757344b33e7072,02/01/2021,no,1612166470216,1612169534980,2021-02-01 16:01:10,2021-02-01 16:52:14,L6_ELL,B1_Supermarket_entrance_2,3064,"['L6_ELL', 'L2_ELL_2', 'L1_ELL', 'L1_Shop_walkway_3', 'B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'B1_Supermarket_entrance_2']"
430,8f35cf428a664bfd,02/05/2021,no,1612491264335,1612492297340,2021-02-05 10:14:24,2021-02-05 10:31:37,L1_SLL,L1_Fish_pond,1033,"['L1_SLL', 'L1_SLL_corridor', 'L1_Entrance_1', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'L1_CP_zone_4', 'L1_Fish_pond']"
431,8f35cf428a664bfd,02/09/2021,no,1612845822631,1612849860288,2021-02-09 12:43:42,2021-02-09 13:51:00,L1_Entrance_8,L1_RR_walkway,4037,"['L1_Entrance_8', 'L1_ELL', 'B1_ELL', 'B2_ELL_2', 'B2_Carpark_zone_4', 'B2_Carpark_zone_1', 'B2_SLL', 'B1_SLL', 'L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway']"
432,8f35cf428a664bfd,02/18/2021,no,1613610604101,1613610995012,2021-02-18 09:10:04,2021-02-18 09:16:35,L1_RR_walkway,L1_SLL,390,"['L1_RR_walkway', 'L1_SLL_corridor', 'L1_SLL']"
433,8f35cf428a664bfd,02/16/2021,no,1613447317451,1613448844068,2021-02-16 11:48:37,2021-02-16 12:14:04,L1_SLL,L1_RR_walkway,1526,"['L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway']"
434,8f35cf428a664bfd,02/16/2021,no,1613468671436,1613469075798,2021-02-16 17:44:31,2021-02-16 17:51:15,L1_SLL,L1_RR_walkway,404,"['L1_SLL', 'L1_SLL_corridor', 'L1_RR_walkway']"
435,8f35cf428a664bfd,02/10/2021,no,1612925291755,1612926469839,2021-02-10 10:48:11,2021-02-10 11:07:49,L1_RR_walkway,L1_SLL,1178,"['L1_RR_walkway', 'L1_SLL_corridor', 'L1_SLL']"
436,930a0f7fe728cd34,02/08/2021,no,1612770994391,1612772479556,2021-02-08 15:56:34,2021-02-08 16:21:19,B1_Supermarket_entrance_1,B1_CLL,1485,"['B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL']"
437,930a0f7fe728cd34,02/08/2021,no,1612772529917,1612773433825,2021-02-08 16:22:09,2021-02-08 16:37:13,L1_ELL,L1_Entrance_1_lobby,903,"['L1_ELL', 'L1_Shop_walkway_3', 'L1_Shop_walkway_2', 'L1_Shop_walkway_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby']"
438,96c4efce02abecca,02/01/2021,no,1612166168123,1612167692750,2021-02-01 15:56:08,2021-02-01 16:21:32,L6_CLL,L6_ELL,1524,"['L6_CLL', 'L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL']"
439,9b5bb03d4075c47e,02/25/2021,no,1614218969309,1614222927864,2021-02-25 10:09:29,2021-02-25 11:15:27,L6_FC_walkway,L2_CLL,3958,"['L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL']"
440,9b5bb03d4075c47e,02/25/2021,no,1614230076894,1614234829160,2021-02-25 13:14:36,2021-02-25 14:33:49,L6_AAH_walkway,L6_ELL,4752,"['L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL']"
441,9b5bb03d4075c47e,02/26/2021,no,1614301942985,1614317772521,2021-02-26 09:12:22,2021-02-26 13:36:12,L6_R2_LL,L6_CCC_walkway,15829,"['L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4', 'L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CCC_walkway']"
442,B3B17C7E-C067-4B6E-9220-48AC4765E421,02/20/2021,no,1613791987781,1613792615330,2021-02-20 11:33:07,2021-02-20 11:43:35,L6_Deck_2,L6_Deck_1,627,"['L6_Deck_2', 'L6_R1_LL_corridor', 'L6_Deck_1']"
443,B3B17C7E-C067-4B6E-9220-48AC4765E421,02/20/2021,no,1613796250701,1613796551365,2021-02-20 12:44:10,2021-02-20 12:49:11,L2_FC_zone_8,L2_FC_zone_5,300,"['L2_FC_zone_8', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5']"
444,a9bf05cf2f9c5632,02/22/2021,no,1613955803647,1613959237850,2021-02-22 09:03:23,2021-02-22 10:00:37,L6_ST_1,L6_CLL,3434,"['L6_ST_1', 'L6_CCC_walkway', 'L6_CLL']"
445,a9bf05cf2f9c5632,02/22/2021,no,1613960869736,1613963062352,2021-02-22 10:27:49,2021-02-22 11:04:22,L6_CLL,L6_ST_1,2192,"['L6_CLL', 'L6_CCC_walkway', 'L6_ST_1']"
446,a9bf05cf2f9c5632,02/22/2021,no,1613973560125,1613977234982,2021-02-22 13:59:20,2021-02-22 15:00:34,L6_ST_1,L6_CLL,3674,"['L6_ST_1', 'L6_CCC_walkway', 'L6_CLL']"
447,a9bf05cf2f9c5632,02/22/2021,no,1613977595536,1613978870563,2021-02-22 15:06:35,2021-02-22 15:27:50,B1_Supermarket_entrance_1,B1_Supermarket_entrance_2,1275,"['B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'B1_Supermarket_entrance_2']"
448,a9bf05cf2f9c5632,02/19/2021,no,1613711627527,1613712590824,2021-02-19 13:13:47,2021-02-19 13:29:50,B1_Supermarket_entrance_1,B1_Supermarket_entrance_2,963,"['B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'B1_Supermarket_entrance_2']"
449,a9bf05cf2f9c5632,02/26/2021,no,1614293778335,1614314657857,2021-02-26 06:56:18,2021-02-26 12:44:17,L6_ST_1,L6_CLL,20879,"['L6_ST_1', 'L6_CCC_walkway', 'L6_CLL']"
450,a9bf05cf2f9c5632,02/26/2021,no,1614320232944,1614320540162,2021-02-26 14:17:12,2021-02-26 14:22:20,L6_ST_1,L6_CLL,307,"['L6_ST_1', 'L6_CCC_walkway', 'L6_CLL']"
451,b443471405f0ca2e,01/29/2021,no,1611870327028,1611882622266,2021-01-29 05:45:27,2021-01-29 09:10:22,L1_Yassin_walkway,L4_ST_walkway,12295,"['L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'L4_R1_LL', 'L4_R1_LL_corridor', 'L4_R1_deck', 'L4_ST_walkway']"
452,b443471405f0ca2e,01/29/2021,no,1611884439264,1611887671476,2021-01-29 09:40:39,2021-01-29 10:34:31,L4_ST_walkway,L4_R1_LL,3232,"['L4_ST_walkway', 'L4_R1_deck', 'L4_R1_LL_corridor', 'L4_R1_LL']"
453,b443471405f0ca2e,01/29/2021,no,1611903260722,1611908816505,2021-01-29 14:54:20,2021-01-29 16:26:56,L4_R1_garden,L4_ST_walkway,5555,"['L4_R1_garden', 'L4_R1_deck', 'L4_ST_walkway']"
454,b443471405f0ca2e,01/29/2021,no,1611910256394,1611924553646,2021-01-29 16:50:56,2021-01-29 20:49:13,L4_ST_walkway,L4_R1_garden,14297,"['L4_ST_walkway', 'L4_R1_deck', 'L4_R1_garden']"
455,b443471405f0ca2e,01/29/2021,no,1611925618983,1611926867960,2021-01-29 21:06:58,2021-01-29 21:27:47,L1_ELL,L1_Entrance_7,1248,"['L1_ELL', 'L1_Shop_walkway_3', 'L1_Entrance_mrt', 'L1_Entrance_7']"
456,b443471405f0ca2e,01/29/2021,no,1611927176184,1611933452460,2021-01-29 21:32:56,2021-01-29 23:17:32,L4_R1_garden,L4_ST_walkway,6276,"['L4_R1_garden', 'L4_R1_deck', 'L4_ST_walkway']"
457,b443471405f0ca2e,02/04/2021,no,1612417525621,1612427066881,2021-02-04 13:45:25,2021-02-04 16:24:26,L4_R1_garden,L4_ST_walkway,9541,"['L4_R1_garden', 'L4_R1_deck', 'L4_ST_walkway']"
458,b443471405f0ca2e,02/28/2021,no,1614475834180,1614486128542,2021-02-28 09:30:34,2021-02-28 12:22:08,B1_Posb_bank,L4_R1_garden,10294,"['B1_Posb_bank', 'B1_CLL', 'B2_CLL', 'B2_Carpark_zone_3', 'B2_R1_LL', 'B1_R1_LL', 'L1_R1_LL', 'L4_R1_LL', 'L4_R1_LL_corridor', 'L4_R1_deck', 'L4_R1_garden']"
459,b443471405f0ca2e,02/28/2021,no,1614486574864,1614489679532,2021-02-28 12:29:34,2021-02-28 13:21:19,L4_R1_garden,L4_ST_walkway,3104,"['L4_R1_garden', 'L4_R1_deck', 'L4_ST_walkway']"
460,b443471405f0ca2e,02/28/2021,no,1614509639455,1614514130845,2021-02-28 18:53:59,2021-02-28 20:08:50,L4_ST_walkway,L2_FC_zone_4,4491,"['L4_ST_walkway', 'L4_R1_deck', 'L4_R1_LL_corridor', 'L4_R1_LL', 'L1_R1_LL', 'L1_R1_LL_walkway', 'L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_4']"
461,b443471405f0ca2e,02/28/2021,no,1614514176196,1614515607206,2021-02-28 20:09:36,2021-02-28 20:33:27,L2_FC_zone_3,L4_ST_walkway,1431,"['L2_FC_zone_3', 'L2_FC_zone_2', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'L4_R1_LL', 'L4_R1_LL_corridor', 'L4_R1_deck', 'L4_ST_walkway']"
462,b443471405f0ca2e,02/28/2021,no,1614515607206,1614517891686,2021-02-28 20:33:27,2021-02-28 21:11:31,L4_ST_walkway,L1_PG,2284,"['L4_ST_walkway', 'L4_R2_deck', 'L4_R2_LL_corridor', 'L4_R2_LL', 'L1_R2_LL', 'L1_Entrance_6', 'L1_Entrance_5', 'L1_PG']"
463,b443471405f0ca2e,01/28/2021,no,1611825948149,1611829006853,2021-01-28 17:25:48,2021-01-28 18:16:46,L2_FC_zone_7,L4_ST_walkway,3058,"['L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'L4_R1_LL', 'L4_R1_LL_corridor', 'L4_R1_deck', 'L4_ST_walkway']"
464,bb6b948547ba3f47,02/23/2021,no,1614070928320,1614071434158,2021-02-23 17:02:08,2021-02-23 17:10:34,L4_R2_LL,L4_R2_deck,505,"['L4_R2_LL', 'L4_R2_LL_corridor', 'L4_R2_deck']"
465,bb6b948547ba3f47,02/22/2021,no,1613981628089,1613982156909,2021-02-22 16:13:48,2021-02-22 16:22:36,L6_FC_walkway,L6_AAH_walkway,528,"['L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway']"
466,c738c557aaab25dd,02/17/2021,no,1613525796769,1613528512669,2021-02-17 09:36:36,2021-02-17 10:21:52,L1_Thoroughfare,L1_CP_zone_2,2715,"['L1_Thoroughfare', 'L1_Entrance_6', 'L1_CP_zone_1', 'L1_CP_zone_2']"
467,c738c557aaab25dd,02/17/2021,no,1613534712417,1613542336702,2021-02-17 12:05:12,2021-02-17 14:12:16,L1_Shop_walkway_2,L1_Entrance_1_lobby,7624,"['L1_Shop_walkway_2', 'L1_Shop_walkway_1', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby']"
468,c738c557aaab25dd,02/17/2021,no,1613542336702,1613542679662,2021-02-17 14:12:16,2021-02-17 14:17:59,L1_Entrance_1_lobby,L1_CP_zone_2,342,"['L1_Entrance_1_lobby', 'L1_Yassin_walkway', 'L1_CP_zone_2']"
469,c738c557aaab25dd,02/17/2021,no,1613555385837,1613555826448,2021-02-17 17:49:45,2021-02-17 17:57:06,L1_CP_zone_2,L1_R1_LL_walkway,440,"['L1_CP_zone_2', 'L1_CP_zone_4', 'L1_R1_LL', 'L1_R1_LL_walkway']"
470,c738c557aaab25dd,02/17/2021,no,1613555829818,1613556783280,2021-02-17 17:57:09,2021-02-17 18:13:03,L1_Yassin_walkway,B1_Carpark_zone_3,953,"['L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_R1_LL_walkway', 'L1_R1_LL', 'B1_R1_LL', 'B1_Carpark_zone_4', 'B1_Carpark_zone_3']"
471,c738c557aaab25dd,02/18/2021,no,1613614511991,1613621682861,2021-02-18 10:15:11,2021-02-18 12:14:42,L1_CP_zone_2,L2_FC_zone_5,7170,"['L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5']"
472,c738c557aaab25dd,02/10/2021,no,1612949687562,1612950883886,2021-02-10 17:34:47,2021-02-10 17:54:43,L1_CP_zone_2,L1_SLL_corridor,1196,"['L1_CP_zone_2', 'L1_Yassin_walkway', 'L1_Entrance_1_lobby', 'L1_Entrance_1', 'L1_SLL_corridor']"
473,c79878ea7258d5de,02/09/2021,no,1612846823348,1612850211392,2021-02-09 13:00:23,2021-02-09 13:56:51,L2_SLL_corridor,L1_Thoroughfare,3388,"['L2_SLL_corridor', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_Thoroughfare']"
474,c829fa4183f082b4,02/02/2021,no,1612244190398,1612244521887,2021-02-02 13:36:30,2021-02-02 13:42:01,L6_Deck_4,L6_R2_LL,331,"['L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL']"
475,c829fa4183f082b4,02/02/2021,no,1612244815156,1612248437260,2021-02-02 13:46:55,2021-02-02 14:47:17,L6_R2_LL,L6_Deck_4,3622,"['L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_4']"
476,c829fa4183f082b4,02/02/2021,no,1612250122969,1612252598524,2021-02-02 15:15:22,2021-02-02 15:56:38,L6_Deck_4,L6_R2_LL,2475,"['L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL']"
477,c829fa4183f082b4,02/08/2021,no,1612778687502,1612779047802,2021-02-08 18:04:47,2021-02-08 18:10:47,L2_FC_zone_7,L2_CLL,360,"['L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_CLL']"
478,c829fa4183f082b4,02/20/2021,no,1613786213904,1613786514064,2021-02-20 09:56:53,2021-02-20 10:01:54,L9_CG_garden_zone_2,L9_CG_entrance,300,"['L9_CG_garden_zone_2', 'L9_CG_garden_zone_1', 'L9_CG_entrance']"
479,c829fa4183f082b4,02/20/2021,no,1613798206672,1613798971723,2021-02-20 13:16:46,2021-02-20 13:29:31,L2_FC_zone_5,L2_FC_zone_8,765,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8']"
480,c829fa4183f082b4,02/20/2021,no,1613814374717,1613816812452,2021-02-20 17:46:14,2021-02-20 18:26:52,L1_Entrance_7,L1_R2_LL,2437,"['L1_Entrance_7', 'L1_CP_zone_1', 'L1_Entrance_6', 'L1_R2_LL']"
481,c829fa4183f082b4,02/07/2021,no,1612655519512,1612655838466,2021-02-07 07:51:59,2021-02-07 07:57:18,B1_Supermarket_entrance_1,B1_Supermarket_entrance_2,318,"['B1_Supermarket_entrance_1', 'B1_Posb_bank', 'B1_CLL', 'B1_Supermarket_entrance_2']"
482,c829fa4183f082b4,02/07/2021,no,1612671932985,1612672416391,2021-02-07 12:25:32,2021-02-07 12:33:36,L6_CLL,L2_FC_zone_4,483,"['L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4']"
483,c829fa4183f082b4,02/07/2021,no,1612672753602,1612673203703,2021-02-07 12:39:13,2021-02-07 12:46:43,L2_FC_zone_1,L1_CP_zone_3,450,"['L2_FC_zone_1', 'L1_Yassin_walkway', 'L1_CP_zone_2', 'L1_CP_zone_3']"
484,c829fa4183f082b4,02/07/2021,no,1612673203703,1612673553996,2021-02-07 12:46:43,2021-02-07 12:52:33,L1_CP_zone_3,L2_FC_zone_1,350,"['L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1']"
485,c829fa4183f082b4,02/15/2021,no,1613363147622,1613363592664,2021-02-15 12:25:47,2021-02-15 12:33:12,L1_CP_zone_3,L1_R2_LL,445,"['L1_CP_zone_3', 'L1_CP_zone_4', 'L1_R2_LL']"
486,cce9b74412cfe867,02/26/2021,no,1614302031109,1614309515672,2021-02-26 09:13:51,2021-02-26 11:18:35,L6_FC_walkway,L2_FC_zone_11,7484,"['L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11']"
487,cce9b74412cfe867,02/26/2021,no,1614309619261,1614323585259,2021-02-26 11:20:19,2021-02-26 15:13:05,L2_FC_zone_11,L6_AAH_walkway,13965,"['L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L3_CLL', 'L4_CLL', 'L6_CLL', 'L6_AAH_walkway']"
488,cce9b74412cfe867,02/25/2021,no,1614229773941,1614237344299,2021-02-25 13:09:33,2021-02-25 15:15:44,L6_FC,L6_ELL,7570,"['L6_FC', 'L6_ST_4', 'L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL']"
489,d1d655279d592f3f,02/10/2021,no,1612926945581,1612927750707,2021-02-10 11:15:45,2021-02-10 11:29:10,L6_ELL,L6_AAH_walkway,805,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway']"
490,d1d655279d592f3f,02/10/2021,no,1612929841623,1612930277270,2021-02-10 12:04:01,2021-02-10 12:11:17,L6_CLL,L6_Deck_3,435,"['L6_CLL', 'L6_AAH_walkway', 'L6_ST_5', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_Deck_3']"
491,d1d655279d592f3f,02/10/2021,no,1612950207236,1612950667767,2021-02-10 17:43:27,2021-02-10 17:51:07,L6_ELL,L6_FC,460,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_4', 'L6_FC']"
492,d1d655279d592f3f,02/11/2021,no,1613013501949,1613014165880,2021-02-11 11:18:21,2021-02-11 11:29:25,L6_ELL,L6_R2_LL,663,"['L6_ELL', 'L6_ELL_corridor', 'L6_AAH_walkway', 'L6_ST_5', 'L6_FC_walkway', 'L6_Deck_4', 'L6_R2_LL_corridor', 'L6_R2_LL']"
493,d1d655279d592f3f,02/11/2021,no,1613014184823,1613014639735,2021-02-11 11:29:44,2021-02-11 11:37:19,L6_Deck_4,L6_ELL,454,"['L6_Deck_4', 'L6_FC_walkway', 'L6_ST_5', 'L6_AAH_walkway', 'L6_ELL_corridor', 'L6_ELL']"
494,d437a505f3eb256d,02/22/2021,no,1613949571592,1613950747442,2021-02-22 07:19:31,2021-02-22 07:39:07,L2_FC_zone_1,L2_FC_zone_5,1175,"['L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5']"
495,d437a505f3eb256d,02/22/2021,no,1613951852601,1613952738568,2021-02-22 07:57:32,2021-02-22 08:12:18,L2_FC_zone_8,L2_CLL,885,"['L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_CLL']"
496,d437a505f3eb256d,02/22/2021,no,1613952800960,1613953319351,2021-02-22 08:13:20,2021-02-22 08:21:59,L2_FC_zone_7,L2_FC_zone_8,518,"['L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8']"
497,d437a505f3eb256d,02/22/2021,no,1613953324691,1613956306651,2021-02-22 08:22:04,2021-02-22 09:11:46,L2_FC_zone_9,L2_CLL,2981,"['L2_FC_zone_9', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_CLL']"
498,d437a505f3eb256d,02/22/2021,no,1613958368923,1613958707939,2021-02-22 09:46:08,2021-02-22 09:51:47,L2_FC_zone_5,L2_FC_zone_8,339,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8']"
499,d437a505f3eb256d,02/22/2021,no,1613959347512,1613959648081,2021-02-22 10:02:27,2021-02-22 10:07:28,L2_FC_zone_7,L6_Deck_3,300,"['L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_CLL', 'L1_CLL', 'L1_Shop_walkway_1', 'L1_CP_zone_2', 'L1_CP_zone_4', 'L1_R2_LL', 'L4_R2_LL', 'L5_R2_LL', 'L6_R2_LL', 'L6_R2_LL_corridor', 'L6_Deck_3']"
500,d437a505f3eb256d,02/22/2021,no,1613961130013,1613962692224,2021-02-22 10:32:10,2021-02-22 10:58:12,L6_Deck_3,L2_FC_zone_5,1562,"['L6_Deck_3', 'L6_R2_LL_corridor', 'L6_R2_LL', 'L5_R2_LL', 'L4_R2_LL', 'L1_R2_LL', 'L1_CP_zone_4', 'L1_CP_zone_2', 'L1_Yassin_walkway', 'L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5']"
501,d437a505f3eb256d,02/22/2021,no,1613964878559,1613965568240,2021-02-22 11:34:38,2021-02-22 11:46:08,L1_CP_zone_3,L1_Shop_walkway_3,689,"['L1_CP_zone_3', 'L1_CP_zone_2', 'L1_Shop_walkway_1', 'L1_Shop_walkway_2', 'L1_Shop_walkway_3']"
502,d437a505f3eb256d,02/22/2021,no,1613966433974,1613966926735,2021-02-22 12:00:33,2021-02-22 12:08:46,L1_Shop_walkway_3,L2_FC_zone_8,492,"['L1_Shop_walkway_3', 'L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8']"
503,d437a505f3eb256d,02/22/2021,no,1613967698894,1613968874514,2021-02-22 12:21:38,2021-02-22 12:41:14,L2_FC_zone_4,L2_FC_zone_8,1175,"['L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8']"
504,d437a505f3eb256d,02/22/2021,no,1613969483084,1613970858913,2021-02-22 12:51:23,2021-02-22 13:14:18,L2_FC_zone_8,L2_FC_zone_7,1375,"['L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7']"
505,d437a505f3eb256d,02/17/2021,no,1613518612679,1613523602800,2021-02-17 07:36:52,2021-02-17 09:00:02,L2_FC_zone_3,L2_FC_zone_8,4990,"['L2_FC_zone_3', 'L2_FC_zone_2', 'L2_FC_zone_1', 'L2_FC_zone_8']"
506,d437a505f3eb256d,02/17/2021,no,1613523772220,1613524655824,2021-02-17 09:02:52,2021-02-17 09:17:35,L2_FC_zone_7,L2_FC_zone_8,883,"['L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8']"
507,d437a505f3eb256d,02/17/2021,no,1613525365461,1613526952573,2021-02-17 09:29:25,2021-02-17 09:55:52,L2_FC_zone_11,L2_FC_zone_5,1587,"['L2_FC_zone_11', 'L2_FC_zone_9_walkway', 'L2_FC_zone_8_walkway', 'L2_FC_zone_4', 'L2_FC_zone_5']"
508,d437a505f3eb256d,02/17/2021,no,1613529170380,1613530217279,2021-02-17 10:32:50,2021-02-17 10:50:17,L2_FC_zone_1,L2_FC_zone_5,1046,"['L2_FC_zone_1', 'L2_FC_zone_4', 'L2_FC_zone_5']"
509,d437a505f3eb256d,02/26/2021,no,1614296661047,1614297006307,2021-02-26 07:44:21,2021-02-26 07:50:06,L2_FC_zone_3,L2_FC_zone_1,345,"['L2_FC_zone_3', 'L2_FC_zone_2', 'L2_FC_zone_1']"
510,d437a505f3eb256d,02/26/2021,no,1614297779942,1614298965219,2021-02-26 08:02:59,2021-02-26 08:22:45,L2_FC_zone_5,L2_FC_zone_7,1185,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_FC_zone_7']"
511,d437a505f3eb256d,02/26/2021,no,1614299117317,1614299810272,2021-02-26 08:25:17,2021-02-26 08:36:50,L2_FC_zone_5,L2_CLL,692,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_CLL']"
512,d437a505f3eb256d,02/26/2021,no,1614300376874,1614300690820,2021-02-26 08:46:16,2021-02-26 08:51:30,L2_FC_zone_5,L2_CLL,313,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_8_walkway', 'L2_CLL']"
513,d437a505f3eb256d,02/26/2021,no,1614300992187,1614301672773,2021-02-26 08:56:32,2021-02-26 09:07:52,L2_FC_zone_5,L2_FC_zone_8,680,"['L2_FC_zone_5', 'L2_FC_zone_4', 'L2_FC_zone_1', 'L2_FC_zone_8']"
514,d437a505f3eb256d,02/26/2021,no,1614302022151,1614302555647,2021-02-26 09:13:42,2021-02-26 09:22:35,L2_FC_zone_8,L2_CLL,533,"['L2_FC_zone_8', 'L2_FC_zone_8_walkway', 'L2_CLL']"
515,d437a505f3eb256d,02/26/2021,no,1614303863969,1614308528578,2021-02-26 09:44:23,2021-02-26 11:02:08,L6_CCC_walkway,L2_FC_zone_11,4664,"['L6_CCC_walkway', 'L6_CLL', 'L4_CLL', 'L3_CLL', 'L2_CLL', 'L2_FC_zone_8_walkway', 'L2_FC_zone_9_walkway', 'L2_FC_zone_11']"
516,d437a505f3eb256d,02/26/2021,no,1614308705756,1614309252124,2021-02-26 11:05:05,2021-02-26 11:14:12,L2_FC_zone_7,L2_FC_zone_8,546,"['L2_FC_zone_7', 'L2_FC_zone_8_walkway', 'L2_FC_zone_8']"
